day_of_year,year,fact_fragment,fact_statement,was_submitted
187,1998,"Japan launches a probe to Mars, and thus joins the United States and Russia as a space exploring nation","July 5 is the day in 1998 that Japan launches a probe to Mars, and thus joins the United States and Russia as a space exploring nation.",False
187,1999,"Wolverhampton, England is hit by storms which include a tornado","July 5 is the day in 1999 that Wolverhampton, England is hit by storms which include a tornado.",False
187,1999,U.S. President Bill Clinton imposes trade and economic sanctions against the Taliban regime in Afghanistan,July 5 is the day in 1999 that U.S. President Bill Clinton imposes trade and economic sanctions against the Taliban regime in Afghanistan.,False
187,2004,the first Indonesian presidential election is held,July 5 is the day in 2004 that the first Indonesian presidential election is held.,False
187,2006,"North Korea launches at least two short-range Nodong-2 missiles, one SCUD missile and one long-range Taepodong-2 missile","July 5 is the day in 2006 that North Korea launches at least two short-range Nodong-2 missiles, one SCUD missile and one long-range Taepodong-2 missile.",False
187,2009,"a series of violent riots break out in Ürümqi, the capital city of the Xinjiang Uyghur Autonomous Region in China","July 5 is the day in 2009 that a series of violent riots break out in Ürümqi, the capital city of the Xinjiang Uyghur Autonomous Region in China.",False
187,2009,"Roger Federer wins a record 15th Grand Slam title in tennis, winning a five set match against Andy Roddick at Wimbledon","July 5 is the day in 2009 that Roger Federer wins a record 15th Grand Slam title in tennis, winning a five set match against Andy Roddick at Wimbledon.",False
187,2009,"the largest hoard of Anglo-Saxon gold ever discovered, consisting of more than 1,500 items, is found near the village of Hammerwich, near Lichfield, in Staffordshire, England","July 5 is the day in 2009 that the largest hoard of Anglo-Saxon gold ever discovered, consisting of more than 1,500 items, is found near the village of Hammerwich, near Lichfield, in Staffordshire, England.",False
184,437,"Emperor Valentinian III, begins his reign over the Western Roman Empire","July 2 is the day in 437 that Emperor Valentinian III, begins his reign over the Western Roman Empire.",False
184,626,"Li Shimin, the future Emperor Taizong of Tang, Emperor of China, ambushes and kills his rival brothers Li Yuanji and Li Jiancheng in the Incident at Xuanwu Gate","July 2 is the day in 626 that Li Shimin, the future Emperor Taizong of Tang, Emperor of China, ambushes and kills his rival brothers Li Yuanji and Li Jiancheng in the Incident at Xuanwu Gate.",False
184,963,the imperial army proclaims Nicephorus Phocas Emperor of the Romans on the plains outside Cappadocian Caesarea,July 2 is the day in 963 that the imperial army proclaims Nicephorus Phocas Emperor of the Romans on the plains outside Cappadocian Caesarea.,False
184,1298,the Battle of Göllheim is fought between Albert I of Habsburg and Adolf of Nassau-Weilburg,July 2 is the day in 1298 that the Battle of Göllheim is fought between Albert I of Habsburg and Adolf of Nassau-Weilburg.,False
184,1494,the Treaty of Tordesillas is ratified by Spain,July 2 is the day in 1494 that the Treaty of Tordesillas is ratified by Spain.,False
184,1555,the Ottoman Admiral Turgut Reis sacks the Italian city of Paola,July 2 is the day in 1555 that the Ottoman Admiral Turgut Reis sacks the Italian city of Paola.,False
184,1561,"Menas, Emperor of Ethiopia, defeats a revolt in Emfraz","July 2 is the day in 1561 that Menas, Emperor of Ethiopia, defeats a revolt in Emfraz.",False
184,1613,the first English expedition from Massachusetts against Acadia led by Samuel Argall takes place,July 2 is the day in 1613 that the first English expedition from Massachusetts against Acadia led by Samuel Argall takes place.,False
184,1698,Thomas Savery patents the first steam engine,July 2 is the day in 1698 that Thomas Savery patents the first steam engine.,False
184,1776,the Continental Congress adopts a resolution severing ties with the Kingdom of Great Britain although the wording of the formal Declaration of Independence is not approved until July 4,July 2 is the day in 1776 that the Continental Congress adopts a resolution severing ties with the Kingdom of Great Britain although the wording of the formal Declaration of Independence is not approved until July 4.,False
184,1777,Vermont becomes the first American territory to abolish slavery,July 2 is the day in 1777 that Vermont becomes the first American territory to abolish slavery.,False
184,1853,"the Russian Army crossed the Pruth river into the Danubian Principalities, Moldavia and Wallachia—providing the spark that set off the Crimean War","July 2 is the day in 1853 that the Russian Army crossed the Pruth river into the Danubian Principalities, Moldavia and Wallachia—providing the spark that set off the Crimean War.",False
184,1871,Victor Emmanuel II of Italy enters Rome after having conquered it from the Papal States,July 2 is the day in 1871 that Victor Emmanuel II of Italy enters Rome after having conquered it from the Papal States.,False
184,1881,"Charles J. Guiteau shoots and fatally wounds U.S. President James Garfield, who eventually dies from an infection on September 19","July 2 is the day in 1881 that Charles J. Guiteau shoots and fatally wounds U.S. President James Garfield, who eventually dies from an infection on September 19.",False
184,1890,the U.S. Congress passes the Sherman Anti-Trust Act,July 2 is the day in 1890 that the U.S. Congress passes the Sherman Anti-Trust Act.,False
184,1900,"the first Zeppelin flight takes place on Lake Constance near Friedrichshafen, Germany","July 2 is the day in 1900 that the first Zeppelin flight takes place on Lake Constance near Friedrichshafen, Germany.",False
184,1917,the East St. Louis Riots end,July 2 is the day in 1917 that the East St. Louis Riots end.,False
184,1934,the Night of the Long Knives ends with the death of Ernst Röhm,July 2 is the day in 1934 that the Night of the Long Knives ends with the death of Ernst Röhm.,False
184,1937,Amelia Earhart and navigator Fred Noonan are last heard from over the Pacific Ocean while attempting to make the first equatorial round-the-world flight,July 2 is the day in 1937 that Amelia Earhart and navigator Fred Noonan are last heard from over the Pacific Ocean while attempting to make the first equatorial round-the-world flight.,False
184,1950,"the Golden Pavilion at Kinkaku-ji in Kyoto, Japan burns down","July 2 is the day in 1950 that the Golden Pavilion at Kinkaku-ji in Kyoto, Japan burns down.",False
184,1962,"the first Wal-Mart store opens for business in Rogers, Arkansas","July 2 is the day in 1962 that the first Wal-Mart store opens for business in Rogers, Arkansas.",False
184,1964,U.S. President Lyndon B. Johnson signs the Civil Rights Act of 1964 meant to prohibit segregation in public places,July 2 is the day in 1964 that U.S. President Lyndon B. Johnson signs the Civil Rights Act of 1964 meant to prohibit segregation in public places.,False
184,1966,"the French military explodes a nuclear test bomb codenamed Aldébaran in Mururoa, their first nuclear test in the Pacific","July 2 is the day in 1966 that the French military explodes a nuclear test bomb codenamed Aldébaran in Mururoa, their first nuclear test in the Pacific.",False
184,1976,fall of the Republic of Vietnam; Communist North Vietnam declares their union to form the Socialist Republic of Vietnam,July 2 is the day in 1976 that fall of the Republic of Vietnam; Communist North Vietnam declares their union to form the Socialist Republic of Vietnam.,False
184,1986,Rodrigo Rojas and Carmen Gloria Quintana where burnt alive during a street demonstration against the dictatorship of General Augusto Pinochet in Chile,July 2 is the day in 1986 that Rodrigo Rojas and Carmen Gloria Quintana where burnt alive during a street demonstration against the dictatorship of General Augusto Pinochet in Chile.,False
184,2000,"Vicente Fox Quesada is elected the first President of México from an opposition party, the Partido Acción Nacional, after more than 70 years of continuous rule by the Partido Revolucionario Institucional","July 2 is the day in 2000 that Vicente Fox Quesada is elected the first President of México from an opposition party, the Partido Acción Nacional, after more than 70 years of continuous rule by the Partido Revolucionario Institucional.",False
