number,fact_fragment,fact_statement,was_submitted
77,Portland Trail Blazers coach Jack Ramsay led his team to their only NBA title in his first season,77 is Portland Trail Blazers coach Jack Ramsay led his team to their only NBA title in his first season.,False
77,the number posthumously retired by the Minnesota Vikings of the NFL for offensive lineman Korey Stringer,77 is the number posthumously retired by the Minnesota Vikings of the NFL for offensive lineman Korey Stringer.,False
77,the number worn by Ray Bourque in the NHL from 1987 to 2001,77 is the number worn by Ray Bourque in the NHL from 1987 to 2001.,False
77,the number worn by football legend Red Grange,77 is the number worn by football legend Red Grange.,False
77,the number worn by NFL Hall of Famer Jim Parker,77 is the number worn by NFL Hall of Famer Jim Parker.,False
77,the number worn by NFL offensive tackle Stan Mauldin,77 is the number worn by NFL offensive tackle Stan Mauldin.,False
77,the number worn by NCAA football legend Dennis Byrd,77 is the number worn by NCAA football legend Dennis Byrd.,False
77,the number worn by NCAA football legend John Schmitt,77 is the number worn by NCAA football legend John Schmitt.,False
77,the number worn by Alex Melvin of the Pickering Red Sox (PBA),77 is the number worn by Alex Melvin of the Pickering Red Sox (PBA).,False
77,the number worn by NCAA basketball legend Bill Spivey,77 is the number worn by NCAA basketball legend Bill Spivey.,False
77,the atomic number of iridium,77 is the atomic number of iridium.,False
76,the atomic number of osmium,76 is the atomic number of osmium.,False
75,Diamond anniversary,75 is Diamond anniversary.,False
75,the atomic number of rhenium,75 is the atomic number of rhenium.,False
75,the age limit for Canadian senators,75 is the age limit for Canadian senators.,False
75,the departement number of the city of Paris,75 is the departement number of the city of Paris.,False
74,piece by John Cage,74 is piece by John Cage.,False
74,sometimes used as a substitute for 47 on Star Trek in-jokes,74 is sometimes used as a substitute for 47 on Star Trek in-jokes.,False
74,"""Goosebumps,"" a children's TV show based on the book series by R.L","74 is ""Goosebumps,"" a children's TV show based on the book series by R.L.",False
74,the number of stars obtained by SpongeBob SquarePants in his driving school,74 is the number of stars obtained by SpongeBob SquarePants in his driving school.,False
74,"Ken Jennings, the all-time winningest champ on Jeopardy!","74 is Ken Jennings, the all-time winningest champ on Jeopardy!.",False
74,the number of the French department Haute-Savoie,74 is the number of the French department Haute-Savoie.,False
74,the atomic number of tungsten,74 is the atomic number of tungsten.,False
73,the total number of books in the Holy Bible in the Catholic version if the Book of Lamentations is counted as a book separate from the Book of Jeremiah,73 is the total number of books in the Holy Bible in the Catholic version if the Book of Lamentations is counted as a book separate from the Book of Jeremiah.,False
73,"International amateur radio code, meaning ""best regards""","73 is International amateur radio code, meaning ""best regards"".",False
73,no,73 is no.,False
73,the number of the French department Savoie,73 is the number of the French department Savoie.,False
73,the favorite number of The Big Bang Theory's character Sheldon Cooper,73 is the favorite number of The Big Bang Theory's character Sheldon Cooper.,False
73,the atomic number of tantalum,73 is the atomic number of tantalum.,False
73,the car number of former NASCAR driver Johnny Beauchamp,73 is the car number of former NASCAR driver Johnny Beauchamp.,False
73,the best-known car number of retired NASCAR driver Phil Barkdoll,73 is the best-known car number of retired NASCAR driver Phil Barkdoll.,False
73,"in baseball, the single-season home run record set by Barry Bonds in 2001","73 is in baseball, the single-season home run record set by Barry Bonds in 2001.",False
72,the number of languages spoken at the Tower of Babylon,72 is the number of languages spoken at the Tower of Babylon.,False
72,"the conventional number of scholars translating the Septuagint, according to the legendary account in the ""Letter of Aristeas""","72 is the conventional number of scholars translating the Septuagint, according to the legendary account in the ""Letter of Aristeas"".",False
72,the conventional number of disciples sent forth by Jesus in Luke 10 in some manuscripts (seventy in others),72 is the conventional number of disciples sent forth by Jesus in Luke 10 in some manuscripts (seventy in others).,False
72,"the number of names of God, according to Kabbalah (see names of God in Judaism)","72 is the number of names of God, according to Kabbalah (see names of God in Judaism).",False
72,the Shemhamphorasch related to the number of the names of God,72 is the Shemhamphorasch related to the number of the names of God.,False
72,the total number of books in the Holy Bible in the Catholic version if the Book of Lamentations is considered part of the Book of Jeremiah,72 is the total number of books in the Holy Bible in the Catholic version if the Book of Lamentations is considered part of the Book of Jeremiah.,False
72,the number of warriors on the Muslim side at the Battle of Badr,72 is the number of warriors on the Muslim side at the Battle of Badr.,False
72,the number of people martyred along with Imam Hussain at the Battle of Karbala,72 is the number of people martyred along with Imam Hussain at the Battle of Karbala.,False
72,"the number of houri each Muslim martyr (or every Muslim male, according to some ahadith) shall receive as companions in Paradise","72 is the number of houri each Muslim martyr (or every Muslim male, according to some ahadith) shall receive as companions in Paradise.",False
72,it is the number of the Immortals of Taoism,72 is it is the number of the Immortals of Taoism.,False
72,"in Cao Dai, the number of planets between hell and heaven","72 is in Cao Dai, the number of planets between hell and heaven.",False
72,the ASCII code for 'H',72 is the ASCII code for 'H'.,False
72,the number of hours in 3 days,72 is the number of hours in 3 days.,False
72,"in dpi, the standard resolution of an Apple Macintosh screen","72 is in dpi, the standard resolution of an Apple Macintosh screen.",False
72,the number of the French department Sarthe,72 is the number of the French department Sarthe.,False
72,"in the movie The Red Violin, the lot number of the Bussotti red violin at the DuVal auction house","72 is in the movie The Red Violin, the lot number of the Bussotti red violin at the DuVal auction house.",False
72,the number of episodes in the original airing of Futurama,72 is the number of episodes in the original airing of Futurama.,False
